IDJwb,IDPSJ,Cosim-Unigram,Cosim-Bigram,TypeTokenRatio,WordCountRatio,labela,label
549,10,0.5432094626238618,0.12891223138526314,0.6730769230769231,0.3973146620215084,A,5
550,10,0.5310479368837057,0.0888667073908948,0.5523809523809524,0.0026316739748845795,A,5
551,10,0.33197989432826835,0.05758181318739521,0.5660377358490566,0.002371953414916645,B,4
552,10,0.5703631582722686,0.2196309900030364,0.42857142857142855,0.4739818553246543,B,4
553,10,0.5955513978935005,0.20278943300555785,0.4772727272727273,0.6026853379784918,B,4
554,10,0.45311043455542505,0.02972699858576344,0.68,0.9241418199787566,A,5
555,10,0.21648501353460448,0.0,0.9705882352941176,0.8112776300997288,A,5
556,10,0.8342750631491971,0.29919724349137655,0.7931034482758621,0.8785923002569277,A,5
557,10,0.5396310968573866,0.061237252384652496,0.8461538461538461,0.9745642140582319,B,4
558,10,0.1803748591522023,0.0,1.0,0.986222339280376,B,4
559,10,0.4545425512152509,0.196374567679045,0.5,0.6970592839654073,C,3
560,10,0.6285405084095376,0.2480848866152537,0.7058823529411765,0.9619172376224061,E,1
561,10,0.29091563473409804,0.08378245371277475,0.7090909090909091,0.3253776233136393,B,4
562,10,0.4098100685393272,0.11407371757474277,1.0,0.9847328461196255,C,3
563,10,0.25382903729036654,0.08574362348304113,0.8048780487804879,0.6746223766863608,C,3
564,10,0.560559212178243,0.11652019924544822,0.7941176470588235,0.8112776300997288,B,4
565,10,0.6818234866608532,0.18090971478703025,0.7307692307692307,0.9081845203096353,A,5
566,10,0.1552374667010183,0.0,1.0,0.9898826370250243,B,4
567,10,0.24110040129872934,0.0,1.0,0.986222339280376,B,4
568,10,0.03458043036637147,0.0,0.8888888888888888,0.9830850867332734,B,4
569,10,0.47929096461166243,0.06986101777563716,0.7931034482758621,0.8785923002569277,A,5
570,10,0.189649374599461,0.03853291025754472,0.6666666666666666,0.8670357598021706,C,3
571,10,0.5030406449163162,0.10364097544784183,0.7894736842105263,0.7391714625010487,B,4
572,10,0.31349913345801994,0.10656290907833196,0.84,0.9165090220187793,B,4
573,10,0.49764717278996934,0.1122227761633178,0.4943820224719101,0.01377766071962411,A,5
574,10,0.43469418972775614,0.15140366257618293,0.68,0.9165090220187793,E,1
575,10,0.5368700866309614,0.17927023716778115,0.6222222222222222,0.5774953651858118,A,5
576,10,0.5517431017731157,0.007318435473412614,0.8695652173913043,0.9311292582974441,A,5
577,10,0.10852370518385915,0.0,1.0,0.986222339280376,A,5
578,10,0.6082980216407096,0.05361044818138849,0.8,0.9165090220187793,A,5
579,10,0.06393154293893846,0.0,1.0,0.9875683491468141,E,1
580,10,0.2909465321740012,0.07326433421726858,0.6607142857142857,0.3029407160345926,A,5
581,10,0.13509096257183376,0.0,1.0,0.9875683491468141,B,4
582,10,0.0,0.0,1.0,0.9925778253805733,E,1
583,10,0.42952480310978786,0.06594343197660019,0.5846153846153846,0.18872236990027116,A,5
584,10,0.4762804134952534,0.072979754913579,0.5972222222222222,0.07585818002124355,A,5
585,10,0.21758271944308188,0.1069552776725112,1.0,0.986222339280376,A,5
586,10,0.4934747042685055,0.046556088349025665,0.5692307692307692,0.1454387264123649,A,5
587,10,0.13124804700472797,0.0,1.0,0.9847328461196255,B,4
588,10,0.4722034319104671,0.04493277527033283,0.7741935483870968,0.854561273587635,A,5
589,10,0.6549367726683675,0.14280126475240276,0.6888888888888889,0.5774953651858118,A,5
590,10,0.13703052051875225,0.0,1.0,0.986222339280376,B,4
591,10,0.633708282158348,0.1770600096449112,0.6428571428571429,0.6513548646660542,A,5
592,10,0.3682496916360577,0.02880973682261246,0.7073170731707317,0.6746223766863608,D,2
593,10,0.24609372150843603,0.02100205195819955,0.6097560975609756,0.6746223766863608,B,4
594,10,0.549254157416682,0.194129630577054,0.5538461538461539,0.1732882059293266,B,4
595,10,0.4818832654893286,0.08101574103943684,0.5280898876404494,0.01377766071962411,B,4
596,10,0.18668087684821574,0.009391655944354744,1.0,0.9579122720843811,B,4
