IDJwb,IDPSJ,Cosim-Unigram,Cosim-Bigram,TypeTokenRatio,WordCountRatio,labela,label
208,5,0.17046253976212242,0.04289818359181179,1.0,0.9613683488409503,E,1
209,5,0.3418483923781164,0.09498010763976927,0.9090909090909091,0.9541617488971289,E,1
210,5,0.34430024801132664,0.09768911892572706,0.7619047619047619,0.7772998611746911,E,1
211,5,0.35528476157612726,0.19327259947143746,0.9166666666666666,0.9456867338673594,D,2
212,5,0.43393940422996974,0.17431225670690773,0.7,0.41165137518528216,D,2
213,5,0.21902345932331455,0.05529535873472807,0.7111111111111111,0.04583825110287108,B,4
214,5,0.35528476157612726,0.19327259947143746,0.9166666666666666,0.9456867338673594,D,2
215,5,0.24727779192081745,0.0730653230477098,0.8235294117647058,0.2551315043313167,E,1
216,5,0.29050000684252697,0.05796432049089645,0.7352941176470589,0.2551315043313167,E,1
217,5,0.4493873295672036,0.1789976031061898,0.875,0.6713474534827301,B,4
218,5,0.1836260746948731,0.05221616025122128,0.7,0.10500058502026478,E,1
219,5,0.19730357737928333,0.05965988766645187,0.8421052631578947,0.14359896874845998,E,1
220,5,0.25609059476428037,0.09114805614247756,0.92,0.6308148893779794,E,1
221,5,0.23870920994310948,0.04892164127330355,0.723404255319149,0.03251944391583117,E,1
222,5,0.18031097496702267,0.059901211913030564,1.0,0.8949994149797352,D,2
223,5,0.1994069049380847,0.0672517792025843,0.9130434782608695,0.7094794344646491,E,1
224,5,0.15923513024303185,0.02041198305635701,0.90625,0.3286525465172701,E,1
225,5,0.319067931345121,0.10554533078661857,0.5901639344262295,0.0027514907427478646,E,1
226,5,0.4859362413709176,0.08052613152801122,0.7777777777777778,0.19332136980230863,B,4
227,5,0.15660416140649577,0.02904858739255172,0.9047619047619048,0.7772998611746911,E,1
228,5,0.23841256133404756,0.062397736283171676,0.9285714285714286,0.9241418199787566,E,1
229,5,0.2388098753859667,0.04876631692681787,1.0,0.9541617488971289,E,1
230,5,0.20649451805791913,0.04519809292779303,0.8181818181818182,0.7448684956686834,E,1
231,5,0.22329807473407098,0.027998590812561806,0.75,0.10500058502026478,E,1
232,5,0.26887717626488516,0.03423698168922717,0.7741935483870968,0.3691851106220205,E,1
233,5,0.35528476157612726,0.19327259947143746,0.9166666666666666,0.9456867338673594,D,2
234,5,0.4027168690417764,0.16929000127324303,0.8666666666666667,0.9106362629690707,E,1
235,5,0.19069727052132515,0.061857863613005146,0.7272727272727273,0.7448684956686834,E,1
236,5,0.2971753359467856,0.096258230328819,0.6896551724137931,0.45547539583056895,E,1
237,5,0.19352234985897615,0.05435375827663681,0.9565217391304348,0.7094794344646491,E,1
238,5,0.3388415931375424,0.03363031594670839,0.7761194029850746,0.0009441454684651703,A,5
239,5,0.35066130312260974,0.08833436036427841,0.7073170731707317,6.488318698438977e-05,A,5
240,5,0.3092560060529682,0.09960095504185507,0.6746987951807228,5.4273045931785814e-05,A,5
241,5,0.3733559483502934,0.1104196486606252,0.6823529411764706,3.797397872210562e-05,A,5
242,5,0.3514423686691796,0.0707412434433182,0.7625,9.273106566599662e-05,A,5
243,5,0.5805533729218818,0.36613682816393633,1.0,0.9456867338673594,B,4
